promo_id;product_sku;reference_price;discount_value
MEA-CARTONS-PAPIER-PRIX-MINI-PARCOURS-TERRITOIRE;405260498;;
MEA-CARTONS-PAPIER-PRIX-MINI-PARCOURS-TERRITOIRE;405260500;;
MEA-CARTONS-PAPIER-PRIX-MINI-PARCOURS-TERRITOIRE-V2;405152956;;
MEA-CARTONS-PAPIER-PRIX-MINI-PARCOURS-TERRITOIRE-V2;405260499;;
MEA-CARTONS-PAPIER-PRIX-MINI-PARCOURS-TERRITOIRE-V2;405260498;;
MEA-CARTONS-PAPIER-PRIX-MINI-PARCOURS-TERRITOIRE-V2;405260500;;
MEA-CARTONS-PAPIER-JETUP-PARCOURS-TERRITOIRE;79415007;;
MEA-CARTONS-PAPIER-JETUP-PARCOURS-TERRITOIRE;405260496;;
MEA-CARTONS-PAPIER-JETUP-PARCOURS-TERRITOIRE;405260495;;
MEA-CARTONS-PAPIER-JETUP-PARCOURS-TERRITOIRE;405260497;;
FR_octobre_1_-_conso_1758101181999;405243082;;
FR_octobre_1_-_conso_1758101181999;405243085;;
FR_octobre_1_-_conso_1758101181999;405243090;;
FR_octobre_1_-_conso_1758101181999;405243127;;
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;91201;7.49;2.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;79360919;16.49;5.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;79364290;44.99;5.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;79394046;96.9;20.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;79414947;179.9;45.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;79429228;81.99;7.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;79439947;42.99;13.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;400001024;21.99;1.5
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;400004768;149.9;35.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;405112812;22.99;2.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;405113147;279.9;40.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;405116670;279.9;85.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;405121521;399.9;100.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;405121528;60.9;4.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;405134460;85.9;11.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;405137751;129.99;40.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;405165268;169.9;30.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;405166285;479.9;90.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;405177037;64.9;20.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;405182034;39.99;3.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;405182666;179.9;15.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;405233028;399.9;100.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;405233044;106.9;17.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;405239723;49.99;25.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;405242949;59.99;5.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;405243025;42.99;5.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;405243026;37.99;5.0
FR_octobre_1_-_conso_-_prix_recommande_1758101268047;405243035;44.99;5.0
FR_octobre_1_-_conso_-_simple_1758101346407;17442;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;17472;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;26103;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;31112;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;197905;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;79139607;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;79143089;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;79143164;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;79374423;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;400014108;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;405133169;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;405133170;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;405149567;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;405187291;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;405242942;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;405242948;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;405242950;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;405242952;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;405242956;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;405242958;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;405242959;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;405242977;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;405242978;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;405243031;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;405243032;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;405243033;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;405243034;0.0;0.0
FR_octobre_1_-_conso_-_simple_1758101346407;405244063;0.0;0.0
FR-LRE_des_offres_branchees_1758272003869;76;;
FR-LRE_des_offres_branchees_1758272003869;19710;;
FR-LRE_des_offres_branchees_1758272003869;40514;;
FR-LRE_des_offres_branchees_1758272003869;7333102;;
FR-LRE_des_offres_branchees_1758272003869;7943980;;
FR-LRE_des_offres_branchees_1758272003869;79413490;;
FR-LRE_des_offres_branchees_1758272003869;79433655;;
FR-LRE_des_offres_branchees_1758272003869;300025845;;
FR-LRE_des_offres_branchees_1758272003869;405121523;;
FR-LRE_des_offres_branchees_1758272003869;405134494;;
FR-LRE_des_offres_branchees_1758272003869;405134495;;
FR-LRE_des_offres_branchees_1758272003869;405134496;;
FR-LRE_des_offres_branchees_1758272003869;405134497;;
FR-LRE_des_offres_branchees_1758272003869;405134498;;
FR-LRE_des_offres_branchees_1758272003869;405155144;;
FR-LRE_des_offres_branchees_1758272003869;405155145;;
FR-LRE_des_offres_branchees_1758272003869;405155146;;
FR-LRE_des_offres_branchees_1758272003869;405231783;;
FR-LRE_des_offres_branchees_1758272003869;405231784;;
FR-LRE_des_offres_branchees_1758272003869;405231785;;
FR-LRE_des_offres_branchees_1758272003869;405231786;;
FR-LRE_des_offres_branchees_1758272003869;405231787;;
FR-LRE_des_offres_branchees_1758272003869;405231829;;
FR-LRE_des_offres_branchees_1758272003869;405231830;;
FR-LRE_des_offres_branchees_1758272003869;405231831;;
FR-LRE_des_offres_branchees_1758272003869;405231832;;
FR-LRE_des_offres_branchees_1758272003869;405242220;;
FR-LRE_des_offres_branchees_1758272003869;405242221;;
FR-LRE_des_offres_branchees_1758272003869;405242995;;
FR-LRE_des_offres_branchees_1758272003869;405246202;;
FR-LRE_des_offres_branchees_1758272003869;405246356;;
FR-LRE_des_offres_branchees_1758272003869;405246357;;
FR-LRE_des_offres_branchees_1758272003869;405246358;;
FR-LRE_des_offres_branchees_1758272003869;405246668;;
FR-LRE_des_offres_branchees_1758272003869;405246670;;
FR-LRE_des_offres_branchees_1758272003869;405248784;;
FR-LRE_des_offres_branchees_1758272003869;405248785;;
FR-LRE_des_offres_branchees_1758272003869;405249081;;
FR-LRE_des_offres_branchees_1758272003869;405249082;;
FR-LRE_des_offres_branchees_1758272003869;405250313;;
FR-LRE_des_offres_branchees_1758272003869;405252477;;
FR-LRE_des_offres_branchees_1758272003869;405254875;;
BXPY_ON_DIFFERENT_PRODUCT_PROMO;79417443;;
BXPY_ON_DIFFERENT_PRODUCT_PROMO;79417444;;
BXPY_ON_DIFFERENT_PRODUCT_PROMO;79417445;;
BXPY_ON_DIFFERENT_PRODUCT_PROMO;79417446;;
BXPY_ON_DIFFERENT_PRODUCT_PROMO;79417447;;
BXPY_ON_DIFFERENT_PRODUCT_PROMO;79417448;;
BXPY_ON_DIFFERENT_PRODUCT_PROMO;79445496;;
BXPY_ON_DIFFERENT_PRODUCT_PROMO;79445497;;
BXPY_ON_DIFFERENT_PRODUCT_PROMO;79445498;;
BXPY_ON_DIFFERENT_PRODUCT_PROMO;79445499;;
BXPY_ON_DIFFERENT_PRODUCT_PROMO;400008503;;
BXPY_ON_DIFFERENT_PRODUCT_PROMO;400008502;;
BXPY_ON_DIFFERENT_PRODUCT_PROMO;400008504;;
BXPY_ON_DIFFERENT_PRODUCT_PROMO;400008505;;
FR_Hayfa_Remise_Par_quantite;79351083;;
ES_test_majdi_1763033642262;79396524;;
FR_promo_cartouche_1764261373433;79394046;;
FR_promo_cartouche_1764261373433;79391588;;
FR_CTA_CHOIX_MAGASIN;133362;;
FR_CTA_CHOIX_MAGASIN;133363;;
FR_CTA_CHOIX_MAGASIN;405144752;;
